"gene_id","marker_symbol","ensembl_id","feature_types","biotypes"
"MGI:1918949","Slc41a3","ENSMUSG00000030089","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443220","Slc4a5","ENSMUSG00000068323","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:95627","Slc6a1","ENSMUSG00000030310","protein coding gene","protein-coding|protein_coding"
"MGI:95630","Slc6a11","ENSMUSG00000030307","protein coding gene","protein-coding|protein_coding"
"MGI:95628","Slc6a12","ENSMUSG00000030109","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:95629","Slc6a13","ENSMUSG00000030108","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:98488","Slc6a6","ENSMUSG00000030096","protein coding gene","protein-coding|protein_coding"
"MGI:1351891","Slco1a1","ENSMUSG00000041698","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1351896","Slco1a4","ENSMUSG00000030237","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1351865","Slco1a5","ENSMUSG00000063975","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1351906","Slco1a6","ENSMUSG00000079262","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1351899","Slco1b2","ENSMUSG00000030236","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1889679","Slco1c1","ENSMUSG00000030235","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:95453","Smarcad1","ENSMUSG00000029920","protein coding gene","protein-coding|protein_coding"
"MGI:1916621","Smco2","ENSMUSG00000030292","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2443451","Smco3","ENSMUSG00000043298","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:108075","Smo","ENSMUSG00000001761","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:104790","Smyd1","ENSMUSG00000055027","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:108048","Smyd5","ENSMUSG00000033706","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1277151","Snca","ENSMUSG00000025889","protein coding gene","protein-coding|protein_coding"
"MGI:1929266","Snd1","ENSMUSG00000001424","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1913868","Snrnp27","ENSMUSG00000001158","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915261","Snrpg","ENSMUSG00000057278","protein coding gene","protein-coding|protein_coding"
"MGI:1919232","Snx10","ENSMUSG00000038301","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:98367","Sox5","ENSMUSG00000041540","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:109335","Spam1","ENSMUSG00000029682","protein coding gene","protein-coding|protein_coding"
"MGI:103078","Spr","ENSMUSG00000033735","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1315199","Spsb2","ENSMUSG00000038451","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2152938","Srgap3","ENSMUSG00000030257","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1920040","Ssbp1","ENSMUSG00000029911","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1922897","Ssmem1","ENSMUSG00000029784","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1353511","Sspn","ENSMUSG00000030255","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2674311","Sspo","ENSMUSG00000029797","protein coding gene","protein-coding|protein_coding"
"MGI:2443733","Ssu2","ENSMUSG00000034387","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1339963","St3gal5","ENSMUSG00000056091","protein coding gene","protein-coding|protein_coding"
"MGI:1927450","St7","ENSMUSG00000029534","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:106011","St8sia1","ENSMUSG00000030283","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1917777","Stambp","ENSMUSG00000006906","protein coding gene","protein-coding|protein_coding"
"MGI:1924735","Stk31","ENSMUSG00000023403","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1922250","Stk38l","ENSMUSG00000001630","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:107917","Stra8","ENSMUSG00000029848","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1329037","Strap","ENSMUSG00000030224","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2444363","Strip2","ENSMUSG00000039629","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2141396","Styk1","ENSMUSG00000032899","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1927234","Suclg1","ENSMUSG00000052738","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1306824","Suclg2","ENSMUSG00000061838","protein coding gene","protein-coding|protein_coding"
"MGI:1889844","Sumf1","ENSMUSG00000030101","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:102785","Sva","ENSMUSG00000023289","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1918828","Sval1","ENSMUSG00000029865","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1934254","Sval2","ENSMUSG00000014104","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3047714","Sval3","ENSMUSG00000062833","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2444335","Svopl","ENSMUSG00000029830","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2682321","Svs1","ENSMUSG00000039215","protein coding gene","protein-coding|protein_coding"
"MGI:103020","Syn2","ENSMUSG00000009394","protein coding gene","protein-coding|protein_coding"
"MGI:98474","Tac1","ENSMUSG00000061762","protein coding gene","protein-coding|protein_coding"
"MGI:98475","Tacr1","ENSMUSG00000030043","protein coding gene","protein-coding|protein_coding"
"MGI:1861606","Tacstd2","ENSMUSG00000051397","protein coding gene","protein-coding|protein_coding"
"MGI:1915724","Tada3","ENSMUSG00000048930","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1916221","Tamm41","ENSMUSG00000030316","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2384853","Tapbpl","ENSMUSG00000038213","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2681171","Tas2r102","ENSMUSG00000056901","protein coding gene","protein-coding|protein_coding"
"MGI:1890257","Tas2r103","ENSMUSG00000030196","protein coding gene","protein-coding|protein_coding"
"MGI:2681185","Tas2r104","ENSMUSG00000061977","protein coding gene","protein-coding|protein_coding"
"MGI:2681195","Tas2r105","ENSMUSG00000051153","protein coding gene","protein-coding|protein_coding"
"MGI:2681203","Tas2r106","ENSMUSG00000057754","protein coding gene","protein-coding|protein_coding"
"MGI:2681207","Tas2r107","ENSMUSG00000053389","protein coding gene","protein-coding|protein_coding"
"MGI:2681210","Tas2r108","ENSMUSG00000037140","protein coding gene","protein-coding|protein_coding"
"MGI:2681214","Tas2r109","ENSMUSG00000062528","protein coding gene","protein-coding|protein_coding"
"MGI:2681216","Tas2r110","ENSMUSG00000062952","protein coding gene","protein-coding|protein_coding"
"MGI:2681217","Tas2r113","ENSMUSG00000056926","protein coding gene","protein-coding|protein_coding"
"MGI:2681218","Tas2r114","ENSMUSG00000063478","protein coding gene","protein-coding|protein_coding"
"MGI:2681223","Tas2r115","ENSMUSG00000071149","protein coding gene","protein-coding|protein_coding"
"MGI:1890258","Tas2r116","ENSMUSG00000030194","protein coding gene","protein-coding|protein_coding"
"MGI:2681242","Tas2r117","ENSMUSG00000058349","protein coding gene","protein-coding|protein_coding"
"MGI:2681247","Tas2r118","ENSMUSG00000043865","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2681256","Tas2r120","ENSMUSG00000059382","protein coding gene","protein-coding|protein_coding"
"MGI:2681259","Tas2r121","ENSMUSG00000071150","protein coding gene","protein-coding|protein_coding"
"MGI:2681262","Tas2r122","ENSMUSG00000078280","protein coding gene","protein-coding|protein_coding"
"MGI:2681264","Tas2r123","ENSMUSG00000057381","protein coding gene","protein-coding|protein_coding"
"MGI:2681267","Tas2r124","ENSMUSG00000060412","protein coding gene","protein-coding|protein_coding"
"MGI:2681269","Tas2r125","ENSMUSG00000059410","protein coding gene","protein-coding|protein_coding"
"MGI:2681273","Tas2r126","ENSMUSG00000048284","protein coding gene","protein-coding|protein_coding"
"MGI:2681276","Tas2r129","ENSMUSG00000063762","protein coding gene","protein-coding|protein_coding"
"MGI:2681278","Tas2r130","ENSMUSG00000054497","protein coding gene","protein-coding|protein_coding"
"MGI:2681280","Tas2r131","ENSMUSG00000057699","protein coding gene","protein-coding|protein_coding"
"MGI:2681302","Tas2r135","ENSMUSG00000056203","protein coding gene","protein-coding|protein_coding"
"MGI:2681304","Tas2r136","ENSMUSG00000053217","protein coding gene","protein-coding|protein_coding"
"MGI:3606604","Tas2r137","ENSMUSG00000052850","protein coding gene","protein-coding|protein_coding"
"MGI:2681306","Tas2r138","ENSMUSG00000058250","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2681308","Tas2r139","ENSMUSG00000047102","protein coding gene","protein-coding|protein_coding"
"MGI:2681298","Tas2r140","ENSMUSG00000071147","protein coding gene","protein-coding|protein_coding"
"MGI:2681310","Tas2r143","ENSMUSG00000046652","protein coding gene","protein-coding|protein_coding"
"MGI:2681312","Tas2r144","ENSMUSG00000051917","protein coding gene","protein-coding|protein_coding"
"MGI:3576210","Tatdn2","ENSMUSG00000056952","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1289308","Tax1bp1","ENSMUSG00000004535","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:98497","Tbxas1","ENSMUSG00000029925","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1202876","Tcf7l1","ENSMUSG00000055799","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:106907","Tead4","ENSMUSG00000030353","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:105081","Tes","ENSMUSG00000029552","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2446229","Tet3","ENSMUSG00000034832","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1096575","Tex261","ENSMUSG00000014748","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1921471","Tex37","ENSMUSG00000051896","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1333760","Tfec","ENSMUSG00000029553","protein coding gene","protein-coding|protein_coding"
"MGI:108543","Tfpi2","ENSMUSG00000029664","protein coding gene","protein-coding|protein_coding"
"MGI:98724","Tgfa","ENSMUSG00000029999","protein coding gene","protein-coding|protein_coding"
"MGI:105080","Tgoln1","ENSMUSG00000056429","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3041254","Thnsl2","ENSMUSG00000054474","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2685683","Thsd7a","ENSMUSG00000032625","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1277973","Thumpd3","ENSMUSG00000030264","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:107914","Tia1","ENSMUSG00000071337","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1915390","Tigd2","ENSMUSG00000049232","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:109125","Timp4","ENSMUSG00000030317","protein coding gene","protein-coding|protein_coding"
"MGI:1350935","Tlx2","ENSMUSG00000068327","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914873","Tm7sf3","ENSMUSG00000040234","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2442368","Tmcc1","ENSMUSG00000030126","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919150","Tmem106b","ENSMUSG00000029571","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1924444","Tmem139","ENSMUSG00000071506","protein coding gene","protein-coding|protein_coding"
"MGI:1915737","Tmem140","ENSMUSG00000057137","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2385244","Tmem150a","ENSMUSG00000055912","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1921794","Tmem168","ENSMUSG00000029569","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1913308","Tmem176a","ENSMUSG00000023367","protein coding gene","protein-coding|protein_coding"
"MGI:1916348","Tmem176b","ENSMUSG00000029810","protein coding gene","protein-coding|protein_coding"
"MGI:3647581","Tmem178b","ENSMUSG00000057716","protein coding gene","protein-coding|protein_coding"
"MGI:1919899","Tmem209","ENSMUSG00000029782","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1924772","Tmem213","ENSMUSG00000029829","protein coding gene","protein-coding|protein_coding"
"MGI:2442812","Tmem229a","ENSMUSG00000048022","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2137870","Tmem40","ENSMUSG00000059900","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1921372","Tmem43","ENSMUSG00000030095","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2442838","Tmem52b","ENSMUSG00000030160","protein coding gene","protein-coding|protein_coding"
"MGI:2442707","Tmem72","ENSMUSG00000048108","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2684999","Tmf1","ENSMUSG00000030059","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:109146","Tmsb10","ENSMUSG00000079523","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3039590","Tmtc1","ENSMUSG00000030306","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1314884","Tnfrsf1a","ENSMUSG00000030341","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3041165","Tnip3","ENSMUSG00000044162","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1196412","Tnpo3","ENSMUSG00000012535","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:98797","Tpi1","ENSMUSG00000023456","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1352500","Tpk1","ENSMUSG00000029735","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1345190","Tpra1","ENSMUSG00000002871","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1917036","Tprkb","ENSMUSG00000054226","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1933972","Tra2a","ENSMUSG00000029817","protein coding gene","protein-coding|protein_coding"
"MGI:98823","Trh","ENSMUSG00000005892","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1914123","Tril","ENSMUSG00000043496","protein coding gene","NOVEL_protein_coding|protein-coding|protein_coding"
"MGI:109275","Trim24","ENSMUSG00000029833","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1917297","Trnt1","ENSMUSG00000013736","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2429764","Trpv5","ENSMUSG00000036899","protein coding gene","protein-coding|protein_coding"
"MGI:1927259","Trpv6","ENSMUSG00000029868","protein coding gene","protein-coding|protein_coding"
"MGI:3687012","Try10","ENSMUSG00000071521","protein coding gene","protein-coding|protein_coding"
"MGI:102757","Try4","ENSMUSG00000054106","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:102756","Try5","ENSMUSG00000036938","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2141599","Tsen2","ENSMUSG00000042389","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1891413","Tsga13","ENSMUSG00000039032","protein coding gene","protein-coding|protein_coding"
"MGI:1915748","Tspan11","ENSMUSG00000030351","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1889818","Tspan12","ENSMUSG00000029669","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1919012","Tspan33","ENSMUSG00000001763","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1924558","Tspan9","ENSMUSG00000030352","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2444853","Ttc26","ENSMUSG00000056832","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2141418","Ttll3","ENSMUSG00000030276","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1095406","Tuba3a","ENSMUSG00000067702","protein coding gene","protein-coding|protein_coding"
"MGI:1095408","Tuba3b","ENSMUSG00000067338","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1858225","Tuba8","ENSMUSG00000030137","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1329045","Tulp3","ENSMUSG00000001521","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2386711","Txnrd3","ENSMUSG00000000811","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1341217","Uba3","ENSMUSG00000030061","protein coding gene","protein-coding|protein_coding"
"MGI:104632","Ube2h","ENSMUSG00000039159","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2444236","Ubn2","ENSMUSG00000038538","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2385332","Uroc1","ENSMUSG00000034456","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1344364","Usp18","ENSMUSG00000030107","protein coding gene","protein-coding|protein_coding"
"MGI:107622","Usp39","ENSMUSG00000056305","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1347343","Usp5","ENSMUSG00000038429","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148513","V1ra8","ENSMUSG00000062546","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1313276","Vamp1","ENSMUSG00000030337","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1858622","Vamp5","ENSMUSG00000073002","protein coding gene","protein-coding|protein_coding"
"MGI:1336882","Vamp8","ENSMUSG00000050732","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1346018","Vax2","ENSMUSG00000034777","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2652840","Vgll4","ENSMUSG00000030315","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:103223","Vhl","ENSMUSG00000033933","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148522","Vmn1r10","ENSMUSG00000093785","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148524","Vmn1r11","ENSMUSG00000093635","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3645555","Vmn1r12","ENSMUSG00000057981","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148526","Vmn1r13","ENSMUSG00000064259","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148528","Vmn1r14","ENSMUSG00000093692","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148527","Vmn1r15","ENSMUSG00000058731","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159465","Vmn1r16","ENSMUSG00000093523","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159452","Vmn1r17","ENSMUSG00000093411","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159462","Vmn1r18","ENSMUSG00000091382","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159463","Vmn1r19","ENSMUSG00000068426","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3644381","Vmn1r20","ENSMUSG00000093679","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159464","Vmn1r21","ENSMUSG00000058588","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159459","Vmn1r22","ENSMUSG00000093501","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159460","Vmn1r23","ENSMUSG00000093376","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159454","Vmn1r24","ENSMUSG00000093451","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148529","Vmn1r25","ENSMUSG00000094206","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159453","Vmn1r26","ENSMUSG00000048697","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159470","Vmn1r27","ENSMUSG00000071428","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159461","Vmn1r28","ENSMUSG00000094291","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148523","Vmn1r29","ENSMUSG00000091734","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159458","Vmn1r30","ENSMUSG00000095670","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3649162","Vmn1r31","ENSMUSG00000093379","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159451","Vmn1r32","ENSMUSG00000062905","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159450","Vmn1r33","ENSMUSG00000059375","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3644800","Vmn1r34","ENSMUSG00000091012","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159444","Vmn1r35","ENSMUSG00000060699","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159443","Vmn1r36","ENSMUSG00000093764","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159442","Vmn1r37","ENSMUSG00000057612","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159445","Vmn1r38","ENSMUSG00000093632","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3644802","Vmn1r39","ENSMUSG00000093755","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159457","Vmn1r4","ENSMUSG00000071893","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148518","Vmn1r40","ENSMUSG00000096051","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148520","Vmn1r41","ENSMUSG00000094586","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148511","Vmn1r42","ENSMUSG00000068232","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148510","Vmn1r43","ENSMUSG00000068231","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148517","Vmn1r44","ENSMUSG00000068234","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1333762","Vmn1r45","ENSMUSG00000044248","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148519","Vmn1r46","ENSMUSG00000061653","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148509","Vmn1r47","ENSMUSG00000060724","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148508","Vmn1r48","ENSMUSG00000057592","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1344384","Vmn1r49","ENSMUSG00000095932","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159455","Vmn1r5","ENSMUSG00000090346","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148515","Vmn1r50","ENSMUSG00000094553","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1333759","Vmn1r51","ENSMUSG00000062818","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148512","Vmn1r52","ENSMUSG00000060816","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148516","Vmn1r53","ENSMUSG00000057697","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2148514","Vmn1r54","ENSMUSG00000047203","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159456","Vmn1r6","ENSMUSG00000058923","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159467","Vmn1r7","ENSMUSG00000093696","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159469","Vmn1r8","ENSMUSG00000061208","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2159466","Vmn1r9","ENSMUSG00000091541","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3647444","Vmn2r19","ENSMUSG00000091260","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3646439","Vmn2r20","ENSMUSG00000094145","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3647953","Vmn2r21","ENSMUSG00000093820","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3647952","Vmn2r22","ENSMUSG00000095486","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3646826","Vmn2r23","ENSMUSG00000091620","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3647530","Vmn2r24","ENSMUSG00000072780","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3644645","Vmn2r25","ENSMUSG00000094672","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2678394","Vmn2r26","ENSMUSG00000096630","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3761517","Vmn2r27","ENSMUSG00000072778","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2141658","Vopp1","ENSMUSG00000037788","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2685313","Vwde","ENSMUSG00000079679","protein coding gene","protein-coding|protein_coding"
"MGI:98941","Vwf","ENSMUSG00000001930","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1920428","Wasl","ENSMUSG00000029684","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:104710","Wbp1","ENSMUSG00000030035","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1891823","Wbp11","ENSMUSG00000030216","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:1922909","Wdr54","ENSMUSG00000030032","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2141558","Wdr91","ENSMUSG00000058486","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3027899","Wee2","ENSMUSG00000037159","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:3044681","Wipf3","ENSMUSG00000086040","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
"MGI:2442092","Wnk1","ENSMUSG00000045962","protein coding gene","KNOWN_protein_coding|protein-coding|protein_coding"
